Volume;SurfaceABC;SurfaceABD;SurfaceACD;SurfaceBCD;LengthAB;LengthAC;LengthAD;LengthBC;LengthBD;LengthCD;AngleABC;AngleABD;AngleACD;AngleBAC;AngleBCD;AngleBAD;AngleCAB;AngleCBD;AngleCAD;AngleDAB;AngleDBC;AngleDAC;AngleABCD;AngleACBD;AngleADBC;AngleBCAD;AngleBDAC;AngleCDAB
0.09918579612360726;0.28708250982788214;0.37461321753235377;0.5556036006903627;0.7629035386504253;0.713685762334452;1.1120023839862856;1.2203800363188753;1.6063963464155018;1.4028759271698368;1.5195828794826682;2.0239227093185206;1.424672351307568;1.2262623058679663;0.5346878466574169;0.7962406286253;0.9288665323240749;0.29589958778597353;0.678458555946302;0.7329880919678944;0.41344055242579636;0.9039899303677653;0.6267386550635693;1.1024881014003096;1.2166523092092234;2.1210863310197734;1.579142582143692;0.6895556974231507;0.45092600423988793
0.003837110473045477;0.05704306452318397;0.12001914750126863;0.17521146955784983;0.11345009211978416;0.49852613137466867;0.6495271092998828;0.5915932449967415;0.2588459893998274;0.9462516748529389;0.9684431245320482;0.3527480409192802;2.0574615342725298;1.729103840097726;1.976375185695264;1.4823669660556225;0.5309895919109925;0.7554263624520653;1.3123353999408995;0.581278288824842;0.43312237990500224;0.233440195473486;0.6559990551093757;0.4002058721282129;2.7853724815174767;0.13673102565074924;0.19938472473347746;2.773962445905115;0.24989916443463622
0.06595961443173551;0.1462478044325135;0.3549837856246115;0.3656553466516249;0.5261120905995758;0.5622870355828306;0.5573626904330994;1.6191229233334057;0.8555798179028776;1.5325284657263967;1.6712228629599568;1.6900228439791045;1.1198155254040407;1.3668621864691035;0.648954966264238;1.2790461970961773;1.4227954398345795;0.6563670389139371;0.968332286843808;1.1832055774655788;0.24399790272656183;0.3681020790502315;0.22586954300348544;1.2821629825968306;1.07807150438288;1.8081223184760797;1.7124148926285245;0.6496615036628102;0.7109279946643223
0.020949427920883265;0.6657926029204906;0.1372510905398805;0.5655069013057974;0.22852796209245163;1.712326405883117;1.0638139495200414;1.3484380507513412;1.662809939144283;0.42366746835586505;1.4358827794789542;0.9795451817499659;0.10021901796891074;1.0642254096844477;0.4298744790090049;0.8161549776989087;0.4242966822382257;1.0663803899103321;0.16106357072075206;0.9140974944219014;2.479825862842776;1.9358461430776812;0.5977628481776462;2.5602585788072503;0.06287454535092518;0.5484914478550231;0.3155241007133185;0.3195522366630432;2.7914743314881614
0.09110551458227087;0.3309510871439718;0.42679675491576985;0.29089951677948733;0.4925079227662885;1.1861156125755647;0.7998867344133694;0.8426341868158279;0.9286898087479514;1.4008460221085357;1.2942445205112363;0.7870477930763865;1.3472566022261339;1.7145072695297732;0.6296196590081066;0.9475754475624086;0.5051311004297673;1.393974114361328;1.1615882494670722;0.5882755626154038;0.8624081960181225;0.5399210337940239;0.5479103046651294;2.0196750427675214;1.0922573819875527;0.7007005026561934;0.5667841952923696;0.7119713820205602;1.8803582590235606
0.006845465726526952;0.15531399315159083;0.16442213263938865;0.07512709116768795;0.38800324337434655;0.8905572014588149;0.53420876101208;0.4044514157632571;1.3156242258074649;1.0313340964667528;0.862799275645205;2.2726296204801564;1.664023268734158;2.2982194865531405;0.2498683634450431;0.5877032513352577;0.344796026790381;0.46378067651300275;0.7710818283699826;0.3243591569547273;0.9683512254258649;1.3948043305102062;0.4438869189142374;2.835707624953918;2.728507174451601;2.8286092092886594;0.1846265201712569;0.13470949389894438;0.2606140972187285
0.027440790087653714;0.28506760818665;0.2088705829693831;0.15233509656354416;0.12200758695689018;1.1049402466354965;1.2489041692109342;0.8623934709241703;0.5819983810119523;0.5402020051445884;0.5072522496849453;0.3928842185747503;0.4315627112260467;0.2685256425348312;1.473588967561831;0.8947113638163297;0.8012570524990326;0.9900518592665617;0.9888664643247489;0.5096759612321003;1.6999023068953307;1.1360072384918243;2.211055953259317;0.6747041900725153;1.3965372208429119;1.1230415564566223;0.6128212627104022;2.219207378823302;1.4010204971948765
0.06566193971964776;0.3498999294352092;0.19864548615128474;0.37456359500067127;0.2966657689280955;0.7605835579725586;1.0598101820641674;0.8108411978175366;1.1681758185372093;0.5820754361086933;1.3411398089957747;1.241680364911605;0.6907154668120875;1.4529555502385276;0.9740098893003645;1.5390973332723052;1.2063185555666531;0.5760024699426144;0.35270375269888493;0.5274510544596972;1.0459131450597676;0.9531257986905074;0.7866224538908969;1.7907736780537196;0.6765138566355278;1.194341395176325;1.1487526300989404;0.9401038602602183;1.4105342240217875
0.03583951177001427;0.19350098486749312;0.2697785455392253;0.15615843205094182;0.17833711277568332;0.7941259387431282;0.6082412201511995;0.786256050117587;0.7021585028972126;0.903476725730419;0.5420703753177328;0.9531133578661957;1.126601620566657;0.7067132763272249;0.7645844593169357;0.5841637313558404;0.8654859621253073;1.2303938515391688;1.5491826418931127;1.449057664411089;0.8797265253586039;0.829909167565157;0.8296632808005371;0.8023284631011416;1.591032047910155;1.125891549404212;1.4492936059305341;1.1254199837944001;1.2304752808444603
0.04015440542465401;0.2247597933931973;0.21566907764903165;0.26312262087536986;0.3040692762221817;0.5002996056776392;1.006826785438417;0.94969130792124;1.1852953666070873;1.1084827352930295;0.6242728364308396;1.6344123665334596;1.5780432784071474;0.5608402232290869;0.923892616961561;0.4488851401528694;0.9512854115146507;0.3585278767015756;1.0759828466572845;1.0721584898566126;0.39659488601896303;1.3126553905574576;1.245471319628724;0.5584347026511844;1.4829186471455116;1.6789940535485834;1.4619156326774776;1.3435380299577413;0.4084431658409189
